player,player_id,position,player_game_count,team_name,grades_return,total_attempts,grades_kick_return,kickoff_attempts,kickoff_yards,kickoff_long,kickoff_ypa,kickoff_touchdowns,kickoff_fair_catches,kickoff_muffed_returns,grades_punt_return,punt_attempts,punt_yards,punt_long,punt_ypa,punt_touchdowns,punt_fair_catches,punt_muffed_returns
Bobby Rainey Jr.,7511,HB,16,TB,55.5,48,62.4,19,491,46,25.8,0,0,0,48.8,29,306,58,10.6,0,14,0
Deonte Thompson,7513,WR,7,CHI,82.5,14,80.3,14,409,74,29.2,0,0,0,,0,0,0,,0,0,0
Brenton Bersin,7516,WR,9,CAR,59.7,0,60.0,0,0,0,,0,0,0,60.1,0,0,0,,0,1,0
Damaris Johnson,7530,WR,1,TEN,61.3,2,,0,0,0,,0,0,0,61.6,2,3,3,1.5,0,0,0
Josh Norman,7649,CB,16,CAR,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Corey White,7652,CB,10,ARZ,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0
Will Tukuafu,7764,FB,14,SEA,,1,,1,16,16,16.0,0,0,0,,0,0,0,,0,0,0
Tavon Austin,7789,WR,16,SL,76.6,37,58.3,3,16,7,5.3,0,0,0,83.2,34,264,75,7.8,1,15,0
Datone Jones,7807,DI,15,GB,,1,,1,9,9,9.0,0,0,0,,0,0,0,,0,0,0
Cordarrelle Patterson,7810,WR,16,MIN,90.5,32,89.9,32,1020,101,31.9,2,0,0,,0,0,0,,0,0,0
Zach Ertz,7816,TE,15,PHI,59.9,1,59.9,1,9,9,9.0,0,0,0,,0,0,0,,0,0,0
Giovani Bernard,7818,HB,16,CIN,,2,,2,-5,6,-2.5,0,0,0,,0,0,0,,0,0,0
Robert Woods,7822,WR,14,BUF,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Terrance Williams,7855,WR,16,DAL,,1,,1,9,9,9.0,0,0,0,,0,0,0,,0,0,0
Keenan Allen,7857,WR,8,SD,44.3,2,,0,0,0,,0,0,0,39.3,2,5,5,2.5,0,4,0
Marquise Goodwin,7859,WR,2,BUF,58.7,2,58.8,2,33,19,16.5,0,0,0,,0,0,0,,0,0,0
Markus Wheaton,7860,WR,16,PIT,55.3,5,55.7,5,105,28,21.0,0,0,0,,0,0,0,,0,0,0
Jordan Reed,7866,TE,14,WAS,,0,,0,-6,-6,,0,0,0,,0,0,0,,0,0,0
Kayvon Webster,7871,CB,15,DEN,,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0
Stedman Bailey,7873,WR,8,SL,,0,,0,28,28,,0,0,0,,0,0,0,,0,0,0
Knile Davis,7878,HB,14,KC,76.7,24,75.0,24,603,54,25.1,0,0,0,,0,0,0,,0,0,0
J.C. Tretter,7904,C,16,GB,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Quinton Patton,7910,WR,16,SF,64.8,7,64.3,7,157,35,22.4,0,0,0,,0,0,0,,0,0,0
Kyle Juszczyk,7912,FB,16,BLT,,1,,1,7,7,7.0,0,0,0,,0,0,0,,0,0,0
Denard Robinson,7917,HB,13,JAX,56.7,2,57.0,2,54,31,27.0,0,0,0,,0,0,0,,0,0,0
Chris Thompson,7936,HB,13,WAS,61.2,3,61.1,3,63,36,21.0,0,0,0,,0,0,0,,0,0,0
Micah Hyde,7941,S,15,GB,65.8,36,61.7,9,187,30,20.8,0,0,0,66.3,27,157,16,5.8,0,18,0
Zac Stacy,7942,HB,8,NYJ,61.2,10,61.1,10,204,31,20.4,0,0,0,,0,0,0,,0,0,0
Kenjon Barner,7963,HB,10,PHI,58.8,2,58.5,1,10,10,10.0,0,0,0,60.1,1,-3,-3,-3.0,0,0,0
Mychal Rivera,7965,TE,16,OAK,,2,,2,-1,0,-0.5,0,0,0,,0,0,0,,0,0,0
Spencer Ware,7975,HB,11,KC,61.2,1,61.2,1,14,14,14.0,0,0,0,,0,0,0,,0,0,0
Michael Williams,7993,TE,15,NE,59.6,3,59.7,3,18,10,6.0,0,0,0,,0,0,0,,0,0,0
Kerwynn Williams,8013,HB,6,ARZ,47.0,8,48.3,8,128,24,16.0,0,0,0,,0,0,0,,0,0,0
B.J. Daniels,8020,WR,8,HST,61.8,5,,0,0,0,,0,0,0,62.4,5,25,11,5.0,0,1,0
Rashad Ross,8061,WR,13,WAS,72.5,28,71.2,28,684,101,24.4,1,0,0,,0,0,0,,0,0,0
Daren Bates,8077,LB,15,SL,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0
Kenbrell Thompkins,8126,WR,7,NYJ,58.9,1,59.0,1,17,17,17.0,0,0,0,,0,0,0,,0,0,0
Jaron Brown,8128,WR,16,ARZ,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Frankie Hammond,8156,WR,9,KC,49.0,15,,0,0,0,,0,0,0,45.4,15,115,29,7.7,0,3,0
Abry Jones,8177,DI,15,JAX,59.9,2,59.9,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Josh Hill,8200,TE,16,NO,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Benny Cunningham,8283,HB,16,SL,84.4,26,82.0,26,714,102,27.5,0,0,0,,0,0,0,,0,0,0
Adam Thielen,8288,WR,16,MIN,,2,,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Zach Line,8420,FB,16,MIN,,4,,4,43,23,10.8,0,0,0,,0,0,0,,0,0,0
Cody Davis,8458,S,16,SL,,1,,0,0,0,,0,0,0,,1,4,4,4.0,0,0,0
Khiry Robinson,8514,HB,8,NO,,2,,2,33,19,16.5,0,0,0,,0,0,0,,0,0,0
Jack Doyle,8520,TE,16,IND,,2,,2,22,12,11.0,0,0,0,,0,0,0,,0,0,0
Fozzy Whittaker,8547,HB,15,CAR,49.6,9,50.6,9,209,33,23.2,0,0,0,,0,0,0,,0,0,0
Justin Gilbert,8643,CB,9,CLV,63.7,12,63.3,12,340,40,28.3,0,0,0,,0,0,0,,0,0,0
Odell Beckham Jr.,8647,WR,15,NYG,60.8,2,59.6,0,0,0,,0,0,0,62.1,2,26,21,13.0,0,2,0
Brandin Cooks,8655,WR,16,NO,61.5,2,,0,0,0,,0,0,0,61.8,2,12,6,6.0,0,0,0
Davante Adams,8688,WR,13,GB,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Bishop Sankey,8689,HB,12,TEN,36.2,9,38.5,9,192,34,21.3,0,0,0,,0,0,0,,0,0,0
Cody Latimer,8691,WR,14,DEN,56.8,0,57.1,0,28,28,,0,0,0,,0,0,0,,0,0,0
Jarvis Landry,8698,WR,16,MIA,77.8,47,70.3,13,321,50,24.7,0,0,0,76.3,34,373,69,11.0,1,17,0
Josh Huff,8721,WR,15,PHI,69.9,21,68.9,21,498,49,23.7,0,0,0,,0,0,0,,0,0,0
Donte Moncrief,8725,WR,16,IND,55.8,1,56.1,1,5,5,5.0,0,0,0,,0,0,0,,0,0,0
Jerick McKinnon,8731,HB,16,MIN,59.9,1,59.9,1,24,24,24.0,0,0,0,,0,0,0,,0,0,0
Dri Archer,8732,HB,8,PIT,61.8,14,61.6,14,354,38,25.3,0,0,0,,0,0,0,,0,0,0
Bruce Ellington,8741,WR,13,SF,54.4,45,54.9,26,665,40,25.6,0,0,0,58.0,19,142,36,7.5,0,17,0
Ka'Deem Carey,8752,HB,11,CHI,,2,,2,38,22,19.0,0,0,0,,0,0,0,,0,0,0
De'Anthony Thomas,8759,WR,10,KC,63.1,35,68.9,6,138,30,23.0,0,0,0,56.4,29,227,37,7.8,0,1,0
Devin Street,8781,WR,15,DAL,,1,,1,22,22,22.0,0,0,0,,0,0,0,,0,0,0
Jared Abbrederis,8811,WR,10,GB,57.8,2,57.7,2,52,30,26.0,0,0,0,60.1,0,0,0,,0,1,0
T.J. Jones,8824,WR,10,DET,59.1,12,75.7,5,149,62,29.8,0,0,0,39.2,7,59,28,8.4,0,6,0
Walter Powell,8831,WR,2,BUF,62.2,4,61.3,3,77,32,25.7,0,0,0,61.8,1,16,16,16.0,0,1,0
Michael Campanaro,8852,WR,4,BLT,53.2,6,54.3,3,79,29,26.3,0,0,0,57.0,3,49,21,16.3,0,3,0
T.J. Carrie,8853,CB,15,OAK,65.6,19,,0,0,0,,0,0,0,67.4,19,118,22,6.2,0,2,0
Trevor Reilly,8867,ED,15,NYJ,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Jeff Janis,8870,WR,16,GB,83.2,14,81.0,14,406,70,29.0,0,0,0,,0,0,0,,0,0,0
Kapri Bibbs,8906,HB,1,DEN,,1,,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Juwan Thompson,8955,HB,15,DEN,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Willie Snead IV,8999,WR,15,NO,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Antonio Andrews,9014,HB,14,TEN,59.6,1,59.6,1,13,13,13.0,0,0,0,,0,0,0,,0,0,0
Kevin Smith,9065,WR,7,SEA,60.1,0,,0,0,0,,0,0,0,60.1,0,0,0,,0,1,0
Seth Roberts,9079,WR,16,OAK,52.8,2,53.4,2,47,24,23.5,0,0,0,,0,0,0,,0,0,0
Tyler Patmon,9135,CB,13,MIA,,2,,2,26,20,13.0,0,0,0,,0,0,0,,0,0,0
Zurlon Tipton,9164,HB,10,IND,,1,,1,23,23,23.0,0,0,0,,0,0,0,,0,0,0
Javontee Herndon,9191,WR,8,SD,45.4,18,60.2,7,157,34,22.4,0,0,0,35.6,11,81,18,7.4,0,13,0
Damien Williams,9205,HB,16,MIA,48.4,21,49.5,21,457,37,21.8,0,0,0,,0,0,0,,0,0,0
Daniel Sorensen,9253,S,16,KC,,2,,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Branden Oliver,9286,HB,8,SD,52.2,8,52.9,8,197,30,24.6,0,0,0,,0,0,0,,0,0,0
Amari Cooper,9437,WR,16,OAK,58.8,8,,0,0,0,,0,0,0,58.4,8,41,18,5.1,0,0,0
Phillip Dorsett,9462,WR,11,IND,33.4,3,58.1,1,12,12,12.0,0,0,0,28.0,2,1,1,0.5,0,1,0
Devin Smith,9470,WR,10,NYJ,46.8,1,47.8,1,21,21,21.0,0,0,0,,0,0,0,,0,0,0
Jake Fisher,9486,T,14,CIN,,1,,1,-3,-3,-3.0,0,0,0,,0,0,0,,0,0,0
Ameer Abdullah,9487,HB,16,DET,70.6,37,69.5,37,1080,104,29.2,0,0,0,,0,0,0,,0,0,0
Maxx Williams,9488,TE,14,BLT,,1,,1,6,6,6.0,0,0,0,,0,0,0,,0,0,0
Tyler Lockett,9502,WR,16,SEA,66.3,72,62.2,33,852,105,25.8,1,0,0,67.2,39,379,66,9.7,1,20,0
Chris Conley,9509,WR,16,KC,58.9,1,59.0,1,14,14,14.0,0,0,0,,0,0,0,,0,0,0
Duke Johnson Jr.,9510,HB,16,CLV,59.1,2,59.2,2,52,30,26.0,0,0,0,,0,0,0,,0,0,0
Craig Mager,9516,CB,10,SD,60.6,1,,0,0,0,,0,0,0,60.7,1,2,2,2.0,0,1,0
David Johnson,9519,HB,16,ARZ,55.7,22,56.1,22,599,108,27.2,1,0,0,,0,0,0,,0,0,0
Danielle Hunter,9521,ED,14,MIN,,1,,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Ty Montgomery,9527,WR,6,GB,66.2,7,65.6,7,218,46,31.1,0,0,0,,0,0,0,,0,0,0
Jamison Crowder,9538,WR,16,WAS,55.0,31,59.9,1,19,13,19.0,0,0,0,53.4,30,159,16,5.3,0,16,0
Za'Darius Smith,9555,ED,15,BLT,59.9,1,59.9,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Rashad Greene Sr.,9572,WR,9,JAX,78.6,18,,0,0,0,,0,0,0,84.6,18,301,73,16.7,1,8,0
MyCole Pruitt,9576,TE,16,MIN,,1,,1,12,12,12.0,0,0,0,,0,0,0,,0,0,0
Stefon Diggs,9579,WR,13,MIN,,1,,1,22,22,22.0,0,0,0,,0,0,0,,0,0,0
Jay Ajayi,9582,HB,9,MIA,,1,,1,20,20,20.0,0,0,0,,0,0,0,,0,0,0
Kyle Emanuel,9586,ED,15,SD,,1,,1,1,1,1.0,0,0,0,,0,0,0,,0,0,0
Tyeler Davison,9587,DI,16,NO,,1,,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
J.J. Nelson,9592,WR,11,ARZ,42.6,3,57.4,0,0,0,,0,0,0,36.7,3,13,11,4.3,0,4,0
Nick Boyle,9604,TE,11,BLT,,1,,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Keith Mumphery,9608,WR,16,HST,52.4,50,49.1,14,338,41,24.1,0,0,0,60.1,36,280,20,7.8,0,14,0
Kaelin Clay,9617,WR,7,BLT,75.1,37,66.8,14,343,39,24.5,0,0,0,76.1,23,244,82,10.6,1,3,0
Aaron Ripkowski,9639,FB,15,GB,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Bryce Hager,9657,LB,16,SL,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Marcus Murphy,9663,HB,13,NO,56.4,41,60.7,13,300,35,23.1,0,0,0,53.1,28,261,74,9.3,1,7,0
Tre McBride,9678,WR,7,TEN,53.6,10,54.3,10,191,31,19.1,0,0,0,,0,0,0,,0,0,0
DeAndrew White,9697,WR,4,SF,41.1,7,42.1,6,142,30,23.7,0,0,0,60.1,1,4,4,4.0,0,0,0
Quan Bray,9700,WR,9,IND,79.3,42,76.6,21,570,60,27.1,0,0,0,68.7,21,166,33,7.9,0,7,0
Tyler Varga,9712,HB,3,IND,68.8,6,67.9,6,151,30,25.2,0,0,0,,0,0,0,,0,0,0
Terron Ward,9778,HB,13,ATL,,1,,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Raheem Mostert,9783,HB,11,CLV,61.0,19,60.9,19,529,53,27.8,0,0,0,,0,0,0,,0,0,0
Zach Vigil,9824,LB,16,MIA,,1,,1,6,6,6.0,0,0,0,,0,0,0,,0,0,0
Corey Grant,9827,HB,6,JAX,57.6,8,57.8,8,220,42,27.5,0,0,0,,0,0,0,,0,0,0
Nick Marshall,9829,CB,13,JAX,45.2,18,64.4,13,345,36,26.5,0,0,0,27.0,5,30,20,6.0,0,1,0
Akeem Hunt,9839,HB,7,HST,54.8,1,55.3,1,19,19,19.0,0,0,0,,0,0,0,,0,0,0
Lucky Whitehead,9853,WR,15,DAL,69.0,36,63.5,17,452,79,26.6,0,0,0,71.1,19,119,28,6.3,0,4,0
Terrence Magee,9864,HB,4,BLT,59.9,1,59.9,1,28,28,28.0,0,0,0,,0,0,0,,0,0,0
Bradley Marquez,9914,WR,16,SL,,2,,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Christopher Harper,9950,WR,5,NE,42.0,3,,0,0,0,,0,0,0,36.5,3,17,10,5.7,0,2,0
Dean Marlowe,9966,S,4,CAR,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0
Rod Smith,9996,HB,11,DAL,,1,,1,26,26,26.0,0,0,0,,0,0,0,,0,0,0
Bryce Callahan,10000,CB,9,CHI,,1,,0,0,0,,0,0,0,,1,65,65,65.0,0,0,0
Cameron Meredith,10008,WR,11,CHI,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Chandler Worthy,10028,WR,3,HST,42.7,4,59.9,1,27,27,27.0,0,0,0,37.4,3,9,7,3.0,0,0,0
Darius Jennings,10038,WR,4,CLV,63.6,7,63.3,7,158,28,22.6,0,0,0,,0,0,0,,0,0,0
Ben Edwards,10067,WR,2,NYG,59.9,1,59.9,1,20,20,20.0,0,0,0,,0,0,0,,0,0,0
Donteea Dye Jr.,10074,WR,10,TB,56.8,2,57.1,2,37,19,18.5,0,0,0,,0,0,0,,0,0,0
T.Y. McGill,10156,DI,12,IND,,1,,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Jarryd Hayne,10255,HB,8,SF,38.9,7,60.0,0,0,0,,0,0,0,32.0,7,76,37,10.9,0,5,0
